展示名称,院校名称,院校 ID,院校曾用名,ID,创建人,创建时间,更新人,更新时间
厦门大学(护理学),厦门大学(护理学),3698,,1785687866872857,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
厦门大学(院校特定要求),厦门大学(院校特定要求),3699,,1785687866874937,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
厦门大学(面向厦门),厦门大学(面向厦门),3700,,1785687866871833,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
厦门大学(面向漳州),厦门大学(面向漳州),3701,,1785687866862713,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
厦门大学(马来西亚分校),厦门大学(马来西亚分校),3702,,1785687866877977,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
华侨大学(专业志愿),华侨大学(专业志愿),3703,,1785687866877993,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
华侨大学(临床医学),华侨大学(临床医学),3704,,1785687867037748,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
华侨大学(面向厦门),华侨大学(面向厦门),3705,,1785687866877961,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
华侨大学(面向泉州),华侨大学(面向泉州),3706,,1785687867038756,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
福州大学(专业志愿),福州大学(专业志愿),3707,,1785687867035652,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
福州大学(中外合作),福州大学(中外合作),3708,,1785687867039764,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
福州大学(地矿专业),福州大学(地矿专业),3709,,1785687867037732,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
福州大学(闽台合作),福州大学(闽台合作),3710,,1785687867038772,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
福州大学阳光学院,福州大学阳光学院,3711,,1785687867039748,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
福州大学(面向泉州),福州大学(面向泉州),3712,,1785687867038724,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
福建工程学院(少数民族预科班),福建工程学院(少数民族预科班),3713,,1785687866876937,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
福建工程学院(闽台合作),福建工程学院(闽台合作),3714,,1785687866879033,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
福建农林大学(中外合作),福建农林大学(中外合作),3715,,1785687866875961,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
福建农林大学(基地班),福建农林大学(基地班),3716,,1785687866882105,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
福建农林大学(定向专业),福建农林大学(定向专业),3717,,1785687866876985,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
福建农林大学(定向专业)(华安),福建农林大学(定向专业)(华安),3718,,1785687867039796,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
福建农林大学(定向专业)(宁化),福建农林大学(定向专业)(宁化),3719,,1785687866879017,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
福建农林大学(定向专业)(寿宁),福建农林大学(定向专业)(寿宁),3720,,1785687867038740,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
福建农林大学(定向专业)(将乐),福建农林大学(定向专业)(将乐),3721,,1785687867036676,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
福建农林大学(定向专业)(平潭),福建农林大学(定向专业)(平潭),3722,,1785687866881049,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
福建农林大学(定向专业)(建宁),福建农林大学(定向专业)(建宁),3723,,1785687867037700,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
福建农林大学(定向专业)(德化),福建农林大学(定向专业)(德化),3724,,1785687866880057,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
福建农林大学(定向专业)(永泰),福建农林大学(定向专业)(永泰),3725,,1785687866876953,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
福建农林大学(定向专业)(泰宁),福建农林大学(定向专业)(泰宁),3726,,1785687866882057,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
福建农林大学(定向专业)(浦城),福建农林大学(定向专业)(浦城),3727,,1785687866879001,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
福建农林大学(定向专业)(漳平),福建农林大学(定向专业)(漳平),3728,,1785687867036692,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
福建农林大学(定向专业)(福清),福建农林大学(定向专业)(福清),3729,,1785687867035684,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
福建农林大学(定向专业)(蕉城),福建农林大学(定向专业)(蕉城),3730,,1785687867035668,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
福建农林大学(定向专业)(诏安),福建农林大学(定向专业)(诏安),3731,,1785687867039780,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
福建农林大学(定向专业)(长乐),福建农林大学(定向专业)(长乐),3732,,1785687866878009,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
福建农林大学(定向专业)(长汀),福建农林大学(定向专业)(长汀),3733,,1785687866880025,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
福建农林大学(定向专业)(闽清),福建农林大学(定向专业)(闽清),3734,,1785687866882089,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
福建农林大学(少数民族预科班),福建农林大学(少数民族预科班),3735,,1785687867040772,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
福建农林大学(民族班),福建农林大学(民族班),3736,,1785687867036708,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
福建农林大学(闽台合作),福建农林大学(闽台合作),3737,,1785687866878985,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
福建医科大学(临床医学5+3一体化),福建医科大学(临床医学5+3一体化),3738,,1785687866881033,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
福建医科大学(定向专业),福建医科大学(定向专业),3739,,1785687866883129,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
福建中医药大学(定向专业),福建中医药大学(定向专业),3740,,1785687867035700,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
福建中医药大学(闽台合作),福建中医药大学(闽台合作),3741,,1785687866883081,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
福建师范大学(中外合作),福建师范大学(中外合作),3742,,1785687866880041,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
福建师范大学(免费师范),福建师范大学(免费师范),3743,,1785687866881081,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
福建师范大学(公费师范),福建师范大学(公费师范),3744,,1785687866883097,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
福建师范大学(福清校区),福建师范大学(福清校区),3745,,1785687866881065,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
福建师范大学(闽台合作),福建师范大学(闽台合作),3746,,1785687866882073,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
武夷学院(中外合作办学),武夷学院(中外合作办学),3747,,1785687866876969,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
武夷学院(公费师范),武夷学院(公费师范),3748,,1785687866883113,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
武夷学院(闽台合作),武夷学院(闽台合作),3749,,1785687867037716,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
武夷学院(面向南平),武夷学院(面向南平),3750,,1785687866880009,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
宁德师范学院(少数民族预科班),宁德师范学院(少数民族预科班),3751,,1785687867036724,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
宁德师范学院(民族班),宁德师范学院(民族班),3752,,1785687896423449,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
宁德师范学院(闽台合作),宁德师范学院(闽台合作),3753,,1785687896431705,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
宁德师范学院(面向宁徳),宁德师范学院(面向宁徳),3754,,1785687896431737,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
宁德师范学院(面向宁德),宁德师范学院(面向宁德),3755,,1785687896424505,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
泉州师范学院(师范类),泉州师范学院(师范类),3756,,1785687896425529,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
泉州师范学院(师范类)(面下泉州),泉州师范学院(师范类)(面下泉州),3757,,1785687896423481,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
泉州师范学院(师范类)(面向泉州),泉州师范学院(师范类)(面向泉州),3758,,1785687896421417,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
泉州师范学院(幼儿类),泉州师范学院(幼儿类),3759,,1785687896431689,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
泉州师范学院(航海类),泉州师范学院(航海类),3760,,1785687896432681,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
泉州师范学院(软件学院),泉州师范学院(软件学院),3761,,1785687896425497,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
泉州师范学院(闽台合作),泉州师范学院(闽台合作),3762,,1785687896429577,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
泉州师范学院(面向泉州),泉州师范学院(面向泉州),3763,,1785687896425513,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
闽南师范大学(免费师范),闽南师范大学(免费师范),3764,,1785687896428569,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
闽南师范大学(免费师范生),闽南师范大学(免费师范生),3765,,1785687896419353,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
闽南师范大学(公费师范),闽南师范大学(公费师范),3766,,1785687896422425,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
闽南师范大学(闽台合作),闽南师范大学(闽台合作),3767,,1785687896424473,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
福建船政交通职业学院(中外合作),福建船政交通职业学院(中外合作),3768,,1785687896431721,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
福建船政交通职业学院(艰苦紧缺专业),福建船政交通职业学院(艰苦紧缺专业),3769,,1785687896428553,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
福建船政交通职业学院(闽台合作),福建船政交通职业学院(闽台合作),3770,,1785687896423433,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
厦门理工学院(中外合作),厦门理工学院(中外合作),3771,,1785687896422409,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
厦门理工学院(国际课程项目),厦门理工学院(国际课程项目),3772,,1785687896420361,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
厦门理工学院(闽台合作),厦门理工学院(闽台合作),3773,,1785687896427577,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
厦门理工学院(闽台合作面向厦门),厦门理工学院(闽台合作面向厦门),3774,,1785687896421433,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
厦门理工学院(闽台合作，面向厦门),厦门理工学院(闽台合作，面向厦门),3775,,1785687896427545,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
厦门理工学院(面向厦门),厦门理工学院(面向厦门),3776,,1785687896432649,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
三明学院(中外合作),三明学院(中外合作),3777,,1785687896421401,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
三明学院(公费师范),三明学院(公费师范),3778,,1785687896419385,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
三明学院(国际教育课程项目),三明学院(国际教育课程项目),3779,,1785687896419369,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
三明学院(国际课程项目),三明学院(国际课程项目),3780,,1785687896430649,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
三明学院(闽台合作),三明学院(闽台合作),3781,,1785687896422441,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
三明学院(闽台合作面向三明),三明学院(闽台合作面向三明),3782,,1785687896424489,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
三明学院(闽台合作，面向三明),三明学院(闽台合作，面向三明),3783,,1785687896420377,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
三明学院(面向三明),三明学院(面向三明),3784,,1785687896429593,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
龙岩学院(闽台合作),龙岩学院(闽台合作),3785,,1785687896420393,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
龙岩学院(院校特定要求),龙岩学院(院校特定要求),3786,,1785687896430601,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
龙岩学院(面向龙岩),龙岩学院(面向龙岩),3787,,1785687896430633,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
福建商学院(中外合作),福建商学院(中外合作),3788,,1785687896429609,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
福建商学院(闽台合作),福建商学院(闽台合作),3789,,1785687896423465,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
漳州职业技术学院(艰苦紧缺专业),漳州职业技术学院(艰苦紧缺专业),3790,,1785687896428601,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
漳州职业技术学院(面向漳州),漳州职业技术学院(面向漳州),3791,,1785687896425481,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
漳州职业技术学院(面向漳州，艰苦紧缺专业),漳州职业技术学院(面向漳州，艰苦紧缺专业),3792,,1785687896428585,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
闽西职业技术学院(艰苦紧缺专业),闽西职业技术学院(艰苦紧缺专业),3793,,1785687896427561,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
黎明职业大学(中外合作),黎明职业大学(中外合作),3794,,1785687896422457,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
黎明职业大学(中外合作面向泉州),黎明职业大学(中外合作面向泉州),3795,,1785687896421385,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
黎明职业大学(中外合作，面向泉州),黎明职业大学(中外合作，面向泉州),3796,,1785687896424457,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
黎明职业大学(艰苦紧缺专业),黎明职业大学(艰苦紧缺专业),3797,,1785687896429625,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
黎明职业大学(闽台合作),黎明职业大学(闽台合作),3798,,1785687896427529,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
黎明职业大学(闽台合作，面向泉州),黎明职业大学(闽台合作，面向泉州),3799,,1785687896430617,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
黎明职业大学(面向泉州),黎明职业大学(面向泉州),3800,,1785687896432665,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
莆田学院(中外合作),莆田学院(中外合作),3802,,1785687896420409,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
莆田学院(免费师范),莆田学院(免费师范),3803,,1785687872992404,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
莆田学院(公费师范),莆田学院(公费师范),3804,,1785687872998452,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
莆田学院(定向专业),莆田学院(定向专业),3805,,1785687872997396,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
莆田学院(师范类),莆田学院(师范类),3806,,1785687872998420,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
莆田学院(闽台合作),莆田学院(闽台合作),3807,,1785687872905273,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
莆田学院(面向莆田),莆田学院(面向莆田),3808,,1785687872999476,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
福建华南女子职业学院(艰苦紧缺专业),福建华南女子职业学院(艰苦紧缺专业),3809,,1785687873001492,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
福州职业技术学院(中外合作),福州职业技术学院(中外合作),3810,,1785687872906249,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
福州职业技术学院(艰苦紧缺专业),福州职业技术学院(艰苦紧缺专业),3811,,1785687872997380,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
福州职业技术学院(闽台合作),福州职业技术学院(闽台合作),3812,,1785687872993364,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
集美大学(少数民族预科班),集美大学(少数民族预科班),3813,,1785687872999444,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
集美大学(师范类),集美大学(师范类),3814,,1785687872902329,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
集美大学(师范类)(面向厦门),集美大学(师范类)(面向厦门),3815,,1785687872993380,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
集美大学(航海类),集美大学(航海类),3816,,1785687872999460,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
集美大学(闽台合作),集美大学(闽台合作),3817,,1785687872904233,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
集美大学(面向厦门),集美大学(面向厦门),3818,,1785687872905225,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
福建林业职业技术学院(定向专业),福建林业职业技术学院(定向专业),3819,,1785687872995444,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
福建林业职业技术学院(定向专业)(艰苦紧缺专业),福建林业职业技术学院(定向专业)(艰苦紧缺专业),3820,,1785687872998404,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
福建林业职业技术学院(艰苦紧缺专业),福建林业职业技术学院(艰苦紧缺专业),3821,,1785687872993396,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
福建林业职业技术学院(闽台合作),福建林业职业技术学院(闽台合作),3822,,1785687872904201,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
福建林业职业技术学院(闽台合作)(艰苦紧缺专业),福建林业职业技术学院(闽台合作)(艰苦紧缺专业),3823,,1785687872902313,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
福建信息职业技术学院(闽台合作),福建信息职业技术学院(闽台合作),3824,,1785687873001524,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
福建水利电力职业技术学院(艰苦紧缺专业),福建水利电力职业技术学院(艰苦紧缺专业),3825,,1785687872991380,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
福建水利电力职业技术学院(闽台合作),福建水利电力职业技术学院(闽台合作),3826,,1785687873000500,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
福建电力职业技术学院(中外合作),福建电力职业技术学院(中外合作),3827,,1785687872995396,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
福建电力职业技术学院(艰苦紧缺专业),福建电力职业技术学院(艰苦紧缺专业),3828,,1785687872992420,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
厦门海洋职业技术学院(艰苦紧缺专业),厦门海洋职业技术学院(艰苦紧缺专业),3829,,1785687872994420,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
福建农业职业技术学院(定向专业),福建农业职业技术学院(定向专业),3830,,1785687872991412,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
福建农业职业技术学院(定向专业)(艰苦紧缺专业),福建农业职业技术学院(定向专业)(艰苦紧缺专业),3831,,1785687872906297,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
福建农业职业技术学院(艰苦紧缺专业),福建农业职业技术学院(艰苦紧缺专业),3832,,1785687872995412,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
福建农业职业技术学院(闽台合作),福建农业职业技术学院(闽台合作),3833,,1785687872994388,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
厦门医学院(定向专业),厦门医学院(定向专业),3834,,1785687872999428,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
福建卫生职业技术学院(中外合作),福建卫生职业技术学院(中外合作),3835,,1785687872991396,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
福建卫生职业技术学院(定向专业),福建卫生职业技术学院(定向专业),3836,,1785687872993348,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
福建卫生职业技术学院(民族班),福建卫生职业技术学院(民族班),3837,,1785687872994404,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
福建卫生职业技术学院(闽台合作),福建卫生职业技术学院(闽台合作),3838,,1785687872997412,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
泉州医学高等专科学校(定向专业),泉州医学高等专科学校(定向专业),3839,,1785687873000452,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
泉州医学高等专科学校(闽台合作),泉州医学高等专科学校(闽台合作),3840,,1785687872901305,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
泉州纺织服装职业学院(艰苦紧缺专业),泉州纺织服装职业学院(艰苦紧缺专业),3841,,1785687873001476,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
泉州华光职业学院(艰苦紧缺专业),泉州华光职业学院(艰苦紧缺专业),3842,,1785687872905241,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
泉州理工学院(艰苦紧缺专业),泉州理工学院(艰苦紧缺专业),3843,,1785687872904249,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
泉州职业技术大学(艰苦紧缺专业),泉州职业技术大学(艰苦紧缺专业),3844,,1785687872905257,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
集美大学诚毅学院(师范类),集美大学诚毅学院(师范类),3845,,1785687872902297,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
集美大学诚毅学院(航海类),集美大学诚毅学院(航海类),3846,,1785687872997428,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
福建师范大学协和学院(中外合作办学),福建师范大学协和学院(中外合作办学),3847,,1785687872992436,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
福建师范大学协和学院(国际课程实验班),福建师范大学协和学院(国际课程实验班),3848,,1785687872998436,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
福建师范大学协和学院(国际课程项目),福建师范大学协和学院(国际课程项目),3849,,1785687872906281,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
福建师范大学协和学院(实验班),福建师范大学协和学院(实验班),3850,,1785687873000468,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
福建江夏学院(国际教育课程项目),福建江夏学院(国际教育课程项目),3851,,1785687872992452,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
福建江夏学院(国际课程项目),福建江夏学院(国际课程项目),3852,,1785687873000484,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
福建江夏学院(闽台合作),福建江夏学院(闽台合作),3853,,1785687880920090,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
福建江夏学院(院校特定要求),福建江夏学院(院校特定要求),3854,,1785687880921146,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
福州黎明职业技术学院(艰苦紧缺专业),福州黎明职业技术学院(艰苦紧缺专业),3855,,1785687881345033,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
泉州信息工程学院(闽台合作),泉州信息工程学院(闽台合作),3856,,1785687881344041,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
厦门华天涉外职业技术学院(闽台合作),厦门华天涉外职业技术学院(闽台合作),3857,,1785687880922122,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
泉州经贸职业技术学院(艰苦紧缺专业),泉州经贸职业技术学院(艰苦紧缺专业),3858,,1785687881346105,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
福建对外经济贸易职业技术学院(中外合作),福建对外经济贸易职业技术学院(中外合作),3859,,1785687881346089,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
福建对外经济贸易职业技术学院(闽台合作),福建对外经济贸易职业技术学院(闽台合作),3860,,1785687880923194,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
湄洲湾职业技术学院(艰苦紧缺专业),湄洲湾职业技术学院(艰苦紧缺专业),3861,,1785687880925290,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
福建生物工程职业技术学院(艰苦紧缺专业),福建生物工程职业技术学院(艰苦紧缺专业),3862,,1785687880921114,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
福建幼儿师范高等专科学校(中外合作),福建幼儿师范高等专科学校(中外合作),3863,,1785687881345049,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
福建幼儿师范高等专科学校(免费师范),福建幼儿师范高等专科学校(免费师范),3864,,1785687881347097,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
福建幼儿师范高等专科学校(免费师范生),福建幼儿师范高等专科学校(免费师范生),3865,,1785687880920074,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
福建幼儿师范高等专科学校(公费师范),福建幼儿师范高等专科学校(公费师范),3866,,1785687880924170,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
厦门城市职业学院(闽台合作),厦门城市职业学院(闽台合作),3867,,1785687880926250,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
厦门城市职业学院(面试要求),厦门城市职业学院(面试要求),3868,,1785687880920106,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
宁德职业技术学院(艰苦紧缺专业),宁德职业技术学院(艰苦紧缺专业),3869,,1785687880924218,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
厦门兴才职业技术学院(闽台合作),厦门兴才职业技术学院(闽台合作),3870,,1785687880922138,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
福建农林大学金山学院(中外合作),福建农林大学金山学院(中外合作),3871,,1785687881347113,纪嘉澍,2023-12-19 14:40,纪嘉澍,2023-12-19 14:40
